location,parameter,unit,country,city,date.utc,coordinates_latitude,coordinates_longitude,avgvalue
Heritage Park,pm25,µg/m³,US,Kansas City,00:00.0,38.8386,-94.7464,6.078571429
Herriman #3,pm25,µg/m³,US,Salt Lake City,00:00.0,40.496408,-112.036305,6.85
Hidden Valley,pm25,µg/m³,US,PINAL,00:00.0,32.884761,-112.03705,10.57142857
Hillcrest HS,pm25,µg/m³,US,Springfield,00:00.0,37.256069,-93.299692,8.891666667
Hillsboro - Hare Fie,pm25,µg/m³,US,Portland-Vancouver-Beaverton,00:00.0,45.528501,-122.972398,13.58571429
Hilo,pm25,µg/m³,US,Hilo,00:00.0,19.717562,-155.110535,3.142857143
Hinds CC,pm25,µg/m³,US,Jackson,00:00.0,32.346905,-90.225928,20.13571429
Hobbs Jefferson,pm25,µg/m³,US,Hobbs,00:00.0,32.7267,-103.1233,3.9
Holbrook,pm25,µg/m³,US,GREENE,00:00.0,39.82,-80.2897,22.04
Holtsville,pm25,µg/m³,US,New York-Northern New Jersey-Long Island,00:00.0,40.8278,-73.0575,4.314285714
Honolulu,pm25,µg/m³,US,Honolulu,00:00.0,21.310301,-157.858093,3.285714286
Horicon Wildlife Are,pm25,µg/m³,US,DODGE,00:00.0,43.46611,-88.621109,8.842857143
Horn Point,pm25,µg/m³,US,DORCHESTER,00:00.0,38.5876,-76.1408,13.25
Houston,pm25,µg/m³,US,WASHINGTON,00:00.0,40.269,-80.244,17.25714286
Houston Deer Park C3,pm25,µg/m³,US,Houston-Sugar Land-Baytown,00:00.0,29.670025,-95.128508,15.07857143
Huron,pm25,µg/m³,US,FRESNO,00:00.0,36.1994,-120.0991,7.153846154
Hurricane,pm25,µg/m³,US,WASHINGTON,00:00.0,37.179,-113.3052,8.035714286
Hurst Road,pm25,µg/m³,US,Fairbanks,00:00.0,64.762973,-147.310297,2.090909091
I25 Denver,pm25,µg/m³,US,Denver-Aurora,00:00.0,39.732144,-105.015313,10.73076923
Idaho City,pm25,µg/m³,US,BOISE,00:00.0,43.823017,-115.838557,20.58333333
Idaho Falls / Penfor,pm25,µg/m³,US,Idaho Falls,00:00.0,43.4683,-112.053101,7.428571429
Indio - Jackson Stre,pm25,µg/m³,US,Riverside-San Bernardino-Ontario,00:00.0,33.708566,-116.215394,12.48333333
Indio-29 Palms,pm25,µg/m³,US,N/A,00:00.0,33.71969,-116.1897,9.907142857
Indpls - I-70 E,pm25,µg/m³,US,Indianapolis,00:00.0,39.787933,-86.13088,27.37142857
Indpls-W.18th St,pm25,µg/m³,US,Indianapolis,00:00.0,39.7889,-86.2147,21.26428571
"Iowa City, Hoover Sc",pm25,µg/m³,US,Iowa City,00:00.0,41.658195,-91.503471,26.65
Ironton - ODOT,pm25,µg/m³,US,Portsmouth,00:00.0,38.508114,-82.659301,11.9
JERSEYVL,pm25,µg/m³,US,JERSEY,00:00.0,39.101439,-90.344494,12.34285714
JOHNSTON,pm25,µg/m³,US,Raleigh-Cary,00:00.0,35.59095,-78.4622,9.428571429
JPRECC,pm25,µg/m³,US,Paducah,00:00.0,37.0581,-88.5725,17.25
Jackson,pm25,µg/m³,US,Jackson,00:00.0,35.705338,-88.81959,16.58333333
Jackson NCORE,pm25,µg/m³,US,Jackson,00:00.0,32.329111,-90.182722,15.35384615
Jackson Road,pm25,µg/m³,US,Sarasota-Bradenton-Venice,00:00.0,27.0892,-82.3625,2.111111111
Jean,pm25,µg/m³,US,Las Vegas-Paradise,00:00.0,35.785665,-115.357087,9.8
Jefferson,pm25,µg/m³,US,Albuquerque,00:00.0,35.1441,-106.6044,21.52142857
Jeffersonville - Bat,pm25,µg/m³,US,CLARK,00:00.0,38.288191,-85.741337,40.27142857
Jerome Mack,pm25,µg/m³,US,Las Vegas-Paradise,00:00.0,36.141875,-115.078742,25.24285714
Jersey City FH,pm25,µg/m³,US,New York-Northern New Jersey-Long Island,00:00.0,40.725452,-74.052292,6.825
Joe Neal,pm25,µg/m³,US,Las Vegas-Paradise,00:00.0,36.270592,-115.238282,6.585714286
John A. Chesnut Sr.,pm25,µg/m³,US,Tampa-St. Petersburg-Clearwater,00:00.0,28.0903,-82.7008,3.1
John Day Dayton St,pm25,µg/m³,US,GRANT,00:00.0,44.417999,-118.951302,21.82857143
Johnstown,pm25,µg/m³,US,Johnstown,00:00.0,40.3097,-78.9158,13.52142857
Joliet,pm25,µg/m³,US,WILL,00:00.0,41.526885,-88.116474,21.24285714
KAHULUI,pm25,µg/m³,US,MAUI,00:00.0,20.869444,-156.492417,1.714285714
KALAMAZOO,pm25,µg/m³,US,Kalamazoo-Portage,00:00.0,42.2781,-85.5419,6.35
KILLENS,pm25,µg/m³,US,Dover,00:00.0,38.9847,-75.5556,13.5
KNI-Topeka,pm25,µg/m³,US,Topeka,00:00.0,39.0242,-95.7114,12.59285714
KNIGHT_P,pm25,µg/m³,US,Mount Vernon,00:00.0,38.088902,-88.625,17.53571429
KS Hawaii,pm25,µg/m³,US,HAWAII,00:00.0,19.611915,-155.055038,3.5
Kamiah-ID,pm25,µg/m³,US,IDAHO,00:00.0,46.2094,-116.027496,14.28
Kapolei,pm25,µg/m³,US,Honolulu,00:00.0,21.323601,-158.088593,1.928571429
Karnack C85,pm25,µg/m³,US,Marshall,00:00.0,32.6706,-94.1681,9.492857143
Kaufman C71,pm25,µg/m³,US,Dallas-Fort Worth-Arlington,00:00.0,32.565,-96.3175,11.63571429
Keeler,pm25,µg/m³,US,Bishop,00:00.0,36.4878,-117.871,5.2
Keene,pm25,µg/m³,US,Keene,00:00.0,42.930521,-72.272332,1.625
Kenner,pm25,µg/m³,US,New Orleans-Metairie-Kenner,00:00.0,30.0411,-90.2728,5.866666667
Kennewick-Metaline,pm25,µg/m³,US,Kennewick-Richland-Pasco,00:00.0,46.2183,-119.2015,9.935714286
Kent-James & Central,pm25,µg/m³,US,Seattle-Tacoma-Bellevue,00:00.0,47.386101,-122.230202,7.785714286
Kernville,pm25,µg/m³,US,KERN,00:00.0,35.755,-118.4175,23.31428571
Ketchum,pm25,µg/m³,US,BLAINE,00:00.0,43.682556,-114.371094,3.857142857
"Kihei, Maui",pm25,µg/m³,US,Kahului-Wailuku,00:00.0,20.7808,-156.4461,2.214285714
King Greenleaf Rec C,pm25,µg/m³,US,Washington-Arlington-Alexandria,00:00.0,38.875161,-77.012816,9.142857143
Kingery Near-road #1,pm25,µg/m³,US,Chicago-Naperville-Joliet,00:00.0,41.578603,-87.557392,24.53571429
Kittanning,pm25,µg/m³,US,Pittsburgh,00:00.0,40.8142,-79.565,7.94
Klamath Falls - Pete,pm25,µg/m³,US,Klamath Falls,00:00.0,42.190296,-121.731369,19.92857143
Kona,pm25,µg/m³,US,Hilo,00:00.0,19.5097,-155.9133,2.142857143
LACROSSE DOT,pm25,µg/m³,US,La Crosse,00:00.0,43.7781,-91.225,18.62142857
LANSING FILLEY ST,pm25,µg/m³,US,Lansing-East Lansing,00:00.0,42.76138,-84.562867,3.907142857
LEEDS,pm25,µg/m³,US,Birmingham-Hoover,00:00.0,33.5453,-86.5492,9.292857143
LEGGETT,pm25,µg/m³,US,Rocky Mount,00:00.0,35.988278,-77.5843,9.5
LIBERTY,pm25,µg/m³,US,Kansas City,00:00.0,39.303056,-94.376389,7.666666667
LLCHD BAM,pm25,µg/m³,US,Lincoln,00:00.0,40.812558,-96.675733,2.428571429
LOUDONMS,pm25,µg/m³,US,Knoxville,00:00.0,35.7197,-84.3417,7.916666667
LUMS 2,pm25,µg/m³,US,Philadelphia-Camden-Wilmington,00:00.0,39.5511,-75.7308,12.15
LWATTOWR,pm25,µg/m³,US,Thomasville-Lexington,00:00.0,35.8145,-80.2627,6.714285714
LYNN,pm25,µg/m³,US,Boston-Cambridge-Quincy,00:00.0,42.474701,-70.971901,3
La Grande Hall & N S,pm25,µg/m³,US,La Grande,00:00.0,45.3235,-118.0778,4.028571429
Lacey-College St,pm25,µg/m³,US,Olympia,00:00.0,47.029301,-122.821503,8.607142857
Lacrosse-Hill St,pm25,µg/m³,US,Pullman,00:00.0,46.8153,-117.8739,7.835714286
Ladue,pm25,µg/m³,US,St. Louis,00:00.0,38.650259,-90.350463,24.94615385
Lafayette,pm25,µg/m³,US,Lafayette,00:00.0,30.2258,-92.042801,10.72
Lake City,pm25,µg/m³,US,Lake City,00:00.0,30.1783,-82.6192,3.155555556
Lake Elsinore - W. F,pm25,µg/m³,US,Riverside-San Bernardino-Ontario,00:00.0,33.676535,-117.331027,19.36428571
Lake Forest Park-Tow,pm25,µg/m³,US,Seattle-Tacoma-Bellevue,00:00.0,47.755001,-122.280602,4.714285714
Lake Ilo,pm25,µg/m³,US,DUNN,00:00.0,47.342589,-102.645997,1.714285714
Lake Sugema,pm25,µg/m³,US,VAN BUREN,00:00.0,40.693298,-92.006104,18.375
Lakeville - Near Roa,pm25,µg/m³,US,DAKOTA,00:00.0,44.706123,-93.285803,12.28571429
Lancaster,pm25,µg/m³,US,Lancaster,00:00.0,40.0467,-76.2833,8.464285714
Lancaster DW,pm25,µg/m³,US,Lancaster,00:00.0,40.0439,-76.1125,10.4
Lancaster-Division,pm25,µg/m³,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.669589,-118.130689,14.85714286
Laney College,pm25,µg/m³,US,San Francisco-Oakland-Fremont,00:00.0,37.793624,-122.263376,9.181818182
Laramie County Mobil,pm25,µg/m³,US,Cheyenne,00:00.0,41.08536,-104.52277,2.769230769
Laurel Oaks Elementa,pm25,µg/m³,US,Naples-Marco Island,00:00.0,26.2992,-81.72,4.422222222
Lawrenceville,pm25,µg/m³,US,Pittsburgh,00:00.0,40.4656,-79.9611,18.85714286
Lawton North,pm25,µg/m³,US,Lawton,00:00.0,34.632999,-98.428802,7.6
Leavenworth-Evans St,pm25,µg/m³,US,Wenatchee,00:00.0,47.5988,-120.6647,12.01538462
Lebanon,pm25,µg/m³,US,Lebanon,00:00.0,40.33733,-76.383446,7.178571429
Lebec,pm25,µg/m³,US,KERN,00:00.0,34.8416,-118.8647,12
Lee Vining,pm25,µg/m³,US,MONO,00:00.0,37.962069,-119.120278,2.892857143
Leech Lake Nation: C,pm25,µg/m³,US,CASS,00:00.0,47.38443,-94.60166,4.153846154
Lewistown,pm25,µg/m³,US,FERGUS,00:00.0,47.048537,-109.455315,5.775
Libby Courthouse,pm25,µg/m³,US,LINCOLN,00:00.0,48.3841,-115.548,14.73846154
Lincoln,pm25,µg/m³,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.89,-121.3,11.75
Lindon,pm25,µg/m³,US,Provo-Orem,00:00.0,40.3414,-111.7136,9.607142857
Livermore - Rincon,pm25,µg/m³,US,San Francisco-Oakland-Fremont,00:00.0,37.687526,-121.784217,6.916666667
Lompoc H Street,pm25,µg/m³,US,Santa Barbara-Santa Maria,00:00.0,34.637798,-120.456703,7.428571429
Londonderry - Moose,pm25,µg/m³,US,ROCKINGHAM,00:00.0,42.862531,-71.38014,3.846153846
Long Creek,pm25,µg/m³,US,Seneca,00:00.0,34.805,-83.237503,3.4
Longmont,pm25,µg/m³,US,Boulder,00:00.0,40.164585,-105.100861,11.12307692
Longview-30th Ave,pm25,µg/m³,US,Longview,00:00.0,46.1394,-122.9619,9.457142857
Look Rock - GSMNP,pm25,µg/m³,US,Knoxville,00:00.0,35.6322,-83.9422,8.785714286
Loretto,pm25,µg/m³,US,Lawrenceburg,00:00.0,35.116866,-87.419726,17.16666667
Los Angeles - N. Mai,pm25,µg/m³,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.066429,-118.226755,22.07142857
Lyons,pm25,µg/m³,US,LINN,00:00.0,44.778743,-122.617048,12.67857143
MA,pm25,µg/m³,US,Salt Lake City,00:00.0,40.712064,-112.111122,10.00714286
MADISON EAST,pm25,µg/m³,US,Madison,00:00.0,43.1008,-89.3572,17.8
MARION,pm25,µg/m³,US,Memphis,00:00.0,35.1967,-90.1911,8.9625
MARYVILL,pm25,µg/m³,US,Knoxville,00:00.0,35.7683,-83.9422,7.916666667
MATH & SCIENCE CTR,pm25,µg/m³,US,Richmond,00:00.0,37.55652,-77.40027,14.00714286
MCADORY,pm25,µg/m³,US,Birmingham-Hoover,00:00.0,33.3311,-87.0036,8.621428571
MENDNHAL,pm25,µg/m³,US,Greensboro-High Point,00:00.0,36.109006,-79.802314,6.357142857
MICMAC,pm25,µg/m³,US,AROOSTOOK,00:00.0,46.6964,-68.033096,4.071428571
MILITARY PARK,pm25,µg/m³,US,WAYNE,00:00.0,42.312078,-83.103469,9.183333333
MILWAUKEE 16TH ST,pm25,µg/m³,US,Milwaukee-Waukesha-West Allis,00:00.0,43.0178,-87.9333,6.938461538
MILWAUKEE COLLEGE AV,pm25,µg/m³,US,MILWAUKEE,00:00.0,42.93257,-87.93434,7.257142857
MILWAUKEE SER DNR,pm25,µg/m³,US,Milwaukee-Waukesha-West Allis,00:00.0,43.0611,-87.9125,7
MLK,pm25,µg/m³,US,Philadelphia-Camden-Wilmington,00:00.0,39.7394,-75.5581,10.4
MMCA81006,pm25,µg/m³,US,CA8 - ARB,00:00.0,41.839188,-122.851245,3.428571429
MMCA81010,pm25,µg/m³,US,CA8 - ARB,00:00.0,40.50524,-122.543371,7.461538462
MMCA81015,pm25,µg/m³,US,SACRAMENTO,00:00.0,38.610935,-122.868862,3.153846154
MMCA81016,pm25,µg/m³,US,CA8 - ARB,00:00.0,41.30427,-123.537247,10.61538462
MMCA81024,pm25,µg/m³,US,CA8 - ARB,00:00.0,41.047111,-123.67522,31.78571429
MMCA81026,pm25,µg/m³,US,CA8 - ARB,00:00.0,41.528063,-122.364457,7.444444444
MMCA81027,pm25,µg/m³,US,CA8 - ARB,00:00.0,41.796273,-123.37522,28.57142857
MMCA81032,pm25,µg/m³,US,CA8 - ARB,00:00.0,38.211447,-122.13295,0
MMCA81033,pm25,µg/m³,US,CA8 - ARB,00:00.0,38.804247,-123.01825,2.625
MMCA81036,pm25,µg/m³,US,CA8 - ARB,00:00.0,38.753157,-122.622163,4
MMCA81042,pm25,µg/m³,US,CA8 - ARB,00:00.0,38.510685,-122.805905,3.769230769
MMCA81046,pm25,µg/m³,US,CA8 - ARB,00:00.0,38.507606,-122.478955,4.428571429
MMNPS1017,pm25,µg/m³,US,NPS,00:00.0,41.426761,-122.381108,4.818181818
MOBILE - SANTA ANA,pm25,µg/m³,US,SANDOVAL,00:00.0,35.338407,-106.524292,7.571428571
MON,pm25,µg/m³,US,PHILADELPHIA,00:00.0,39.988842,-75.207205,11.56428571
MONTG,pm25,µg/m³,US,Montgomery,00:00.0,32.4069,-86.2564,15.7
Macon Forestry,pm25,µg/m³,US,Macon,00:00.0,32.8031,-83.5447,5.18
Madisonville,pm25,µg/m³,US,New Orleans-Metairie-Kenner,00:00.0,30.4293,-90.1997,7.035714286
Madras - Westside Sc,pm25,µg/m³,US,JEFFERSON,00:00.0,44.6306,-121.131599,18.97142857
Malta,pm25,µg/m³,US,PHILLIPS,00:00.0,48.317507,-107.862471,4.376923077
Mammoth Cave NP,pm25,µg/m³,US,Bowling Green,00:00.0,37.1314,-86.1481,10.48571429
Mammoth Lakes,pm25,µg/m³,US,MONO,00:00.0,37.645718,-118.966515,7.688888889
Manhattan/IS143,pm25,µg/m³,US,New York-Northern New Jersey-Long Island,00:00.0,40.8492,-73.9319,5.128571429
Maple Falls-Azure Wa,pm25,µg/m³,US,WHATCOM,00:00.0,48.9477,-122.1471,8.564285714
Marcus Hook,pm25,µg/m³,US,Philadelphia-Camden-Wilmington,00:00.0,39.818715,-75.413973,11.22857143
Marshall,pm25,µg/m³,US,Marshall,00:00.0,44.4572,-95.835,4.428571429
Marysville-7th Ave,pm25,µg/m³,US,Seattle-Tacoma-Bellevue,00:00.0,48.055,-122.175797,13.92857143
Maspeth,pm25,µg/m³,US,New York-Northern New Jersey-Long Island,00:00.0,40.7269,-73.8933,3.853846154
Mayo Clinic,pm25,µg/m³,US,Jacksonville,00:00.0,30.2603,-81.4533,2.885714286
McAlester,pm25,µg/m³,US,McAlester,00:00.0,34.906082,-95.794128,7.8
McCall,pm25,µg/m³,US,VALLEY,00:00.0,44.890197,-116.1065,14.71428571
McDonough,pm25,µg/m³,US,Atlanta-Sandy Springs-Marietta,00:00.0,33.4347,-84.1617,9.146153846
McMillan Reservoir,pm25,µg/m³,US,Washington-Arlington-Alexandria,00:00.0,38.921848,-77.013176,10.73333333
Medford Welch & Jack,pm25,µg/m³,US,JACKSON,00:00.0,42.33155,-122.880266,13.04285714
Merced - S. Coffee A,pm25,µg/m³,US,Merced,00:00.0,37.2817,-120.433601,23.46153846
Mesa - Brooks Reserv,pm25,µg/m³,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4105,-111.8651,4.785714286
Mesa 2 /Nipomo,pm25,µg/m³,US,San Luis Obispo-Paso Robles,00:00.0,35.02079,-120.56389,12.6
Mesa-Pepoit Way (tem,pm25,µg/m³,US,Kennewick-Richland-Pasco,00:00.0,46.5754,-119.0021,7.292307692
Midlothian OFW C52,pm25,µg/m³,US,Dallas-Fort Worth-Arlington,00:00.0,32.482081,-97.026922,6.628571429
Millbrook NCore,pm25,µg/m³,US,Raleigh-Cary,00:00.0,35.856111,-78.574167,12.21428571
Miller State Park,pm25,µg/m³,US,Manchester-Nashua,00:00.0,42.86183,-71.878626,2.714285714
Millington,pm25,µg/m³,US,KENT,00:00.0,39.305199,-75.797203,11
Millville,pm25,µg/m³,US,Vineland-Millville-Bridgeton,00:00.0,39.422272,-75.0252,11.24166667
Minidoka National Hi,pm25,µg/m³,US,JEROME,00:00.0,42.68,-114.2525,10.64285714
Minneapolis-Near Roa,pm25,µg/m³,US,Minneapolis-St. Paul-Bloomington,00:00.0,44.9653,-93.2551,13.35714286
Minneapolis-Phillips,pm25,µg/m³,US,Minneapolis-St. Paul-Bloomington,00:00.0,44.9536,-93.2581,16.71428571
Mira Loma - Van Bure,pm25,µg/m³,US,Riverside-San Bernardino-Ontario,00:00.0,33.996387,-117.4925,28.15714286
Mission Viejo,pm25,µg/m³,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.629991,-117.675875,8.95
Missoula Boyd Park,pm25,µg/m³,US,MISSOULA,00:00.0,46.842297,-114.020549,10.37692308
Mobile-Pomeroy,pm25,µg/m³,US,GARFIELD,00:00.0,46.474438,-117.614764,4.846153846
Mobile-White Salmon,pm25,µg/m³,US,KLICKITAT,00:00.0,45.735931,-121.488398,5.430769231
Modesto - 14th Stree,pm25,µg/m³,US,Modesto,00:00.0,37.642165,-120.994212,16.78571429
Mojave - 923 Poole S,pm25,µg/m³,US,Bakersfield,00:00.0,35.05045,-118.14778,6
Moore,pm25,µg/m³,US,Oklahoma City,00:00.0,35.32,-97.4883,11
Moscow,pm25,µg/m³,US,Moscow,00:00.0,46.728199,-116.954597,4.357142857
Moses Lake-Balsam St,pm25,µg/m³,US,Moses Lake,00:00.0,47.1303,-119.2726,10.20769231
Mountain View,pm25,µg/m³,US,HAWAII,00:00.0,19.555445,-155.102036,3.214285714
Mt Vernon-2nd Ave,pm25,µg/m³,US,Mount Vernon-Anacortes,00:00.0,48.410198,-122.337601,8.842857143
"Muscatine, High Scho",pm25,µg/m³,US,MUSCATINE,00:00.0,41.4014,-91.0684,22.28571429
NCORE,pm25,µg/m³,US,Omaha-Council Bluffs,00:00.0,41.2474,-95.9731,6.865
NCore - White Mounta,pm25,µg/m³,US,Bishop,00:00.0,37.360701,-118.330835,3.842857143
NEW,pm25,µg/m³,US,PHILADELPHIA,00:00.0,39.991389,-75.080833,10.67142857
NEWTWN,pm25,µg/m³,US,Lexington-Fayette,00:00.0,38.065,-84.5,23.85833333
NKU,pm25,µg/m³,US,Cincinnati-Middletown,00:00.0,39.0217,-84.4744,23.24285714
NMH48217,pm25,µg/m³,US,WAYNE,00:00.0,42.261669,-83.157893,6.107142857
NORMAL,pm25,µg/m³,US,Bloomington-Normal,00:00.0,40.5169,-88.9975,26.83571429
NORTHBRK,pm25,µg/m³,US,Chicago-Naperville-Joliet,00:00.0,42.1406,-87.7994,12.96923077
NR-Georgia Tech,pm25,µg/m³,US,Atlanta-Sandy Springs-Marietta,00:00.0,33.778315,-84.391418,11.52307692
Nampa Fire Station,pm25,µg/m³,US,Boise City-Nampa,00:00.0,43.58031,-116.562676,19.46153846
Napa - Napa Valley C,pm25,µg/m³,US,Napa,00:00.0,38.278849,-122.275024,1.818181818
Naperville,pm25,µg/m³,US,Chicago-Naperville-Joliet,00:00.0,41.7714,-88.1522,24.08571429
Neah Bay 2-Makah Tri,pm25,µg/m³,US,Port Angeles,00:00.0,48.366058,-124.610046,4.178571429
Near Road,pm25,µg/m³,US,Louisville,00:00.0,38.1935,-85.7121,17.97916667
New Garden,pm25,µg/m³,US,Philadelphia-Camden-Wilmington,00:00.0,39.8344,-75.7678,10.15
New Haven - Criscuol,pm25,µg/m³,US,New Haven-Milford,00:00.0,41.301288,-72.902685,5.092857143
New Milford,pm25,µg/m³,US,SUSQUEHANNA,00:00.0,41.867336,-75.686602,4.48
Newark Firehouse,pm25,µg/m³,US,New York-Northern New Jersey-Long Island,00:00.0,40.720989,-74.192894,3.791666667
Newburgh,pm25,µg/m³,US,Poughkeepsie-Newburgh-Middletown,00:00.0,41.4994,-74.0097,4.7
Nipomo Mesa CDF,pm25,µg/m³,US,SAN LUIS OBISPO,00:00.0,35.04676,-120.58777,10
Nogales Post Office,pm25,µg/m³,US,Nogales,00:00.0,31.337204,-110.936722,28
Norristown,pm25,µg/m³,US,Philadelphia-Camden-Wilmington,00:00.0,40.1122,-75.3092,8.692857143
North Bend-North Ben,pm25,µg/m³,US,Seattle-Tacoma-Bellevue,00:00.0,47.4902,-121.772697,1.142857143
North OKC,pm25,µg/m³,US,Oklahoma City,00:00.0,35.612801,-97.472198,9.9
North Phoenix,pm25,µg/m³,US,Phoenix-Mesa-Scottsdale,00:00.0,33.560299,-112.066299,10.41428571
North Valley,pm25,µg/m³,US,Albuquerque,00:00.0,35.187801,-106.603897,23.92142857
Northampton,pm25,µg/m³,US,NORTHAMPTON,00:00.0,36.511708,-77.655389,11.71428571
OWENPRI,pm25,µg/m³,US,Owensboro,00:00.0,37.7808,-87.0756,25.03333333
Oak Harbor-SW 6th (U,pm25,µg/m³,US,ISLAND,00:00.0,48.294399,-122.660004,3.478571429
Oakland,pm25,µg/m³,US,San Francisco-Oakland-Fremont,00:00.0,37.743061,-122.169907,7
Oakland West,pm25,µg/m³,US,San Francisco-Oakland-Fremont,00:00.0,37.8148,-122.282402,8.833333333
Oakridge - Willamett,pm25,µg/m³,US,Eugene-Springfield,00:00.0,43.74436,-122.480506,14.4
Ocean View,pm25,µg/m³,US,Hilo,00:00.0,19.117561,-155.778137,1.714285714
Ojai - Ojai Ave.,pm25,µg/m³,US,Oxnard-Thousand Oaks-Ventura,00:00.0,34.4483,-119.2303,6.090909091
Omak-Colville Tribe,pm25,µg/m³,US,OKANOGAN,00:00.0,48.39999,-119.518959,14.42857143
Orange Grove,pm25,µg/m³,US,PIMA,00:00.0,32.322573,-111.037709,6.928571429
Otay Mesa - Donovan,pm25,µg/m³,US,San Diego-Carlsbad-San Marcos,00:00.0,32.579361,-116.929486,14.56666667
PARR,pm25,µg/m³,US,Little Rock-North Little Rock,00:00.0,34.7561,-92.2758,9.733333333
PASCAGOULA,pm25,µg/m³,US,Pascagoula,00:00.0,30.377501,-88.533897,9.484615385
PC South Girard Scho,pm25,µg/m³,US,Columbus,00:00.0,32.437028,-84.999653,10.07142857
PEORIA_J,pm25,µg/m³,US,Peoria,00:00.0,40.6978,-89.5889,23.32142857
PERKINSTOWN,pm25,µg/m³,US,TAYLOR,00:00.0,45.2039,-90.6,9.6
PIKE2001,pm25,µg/m³,US,PIKE,00:00.0,37.4828,-82.5353,12.92142857
PITTAGCT,pm25,µg/m³,US,Greenville,00:00.0,35.641276,-77.360126,9.428571429
POMPANO_BEACH,pm25,µg/m³,US,Miami-Fort Lauderdale-Miami Beach,00:00.0,26.2906,-80.0969,4.926666667
PORT HURON,pm25,µg/m³,US,Detroit-Warren-Livonia,00:00.0,42.9533,-82.4564,5.778571429
POTAWATOMI,pm25,µg/m³,US,FOREST,00:00.0,45.5639,-88.81,2.742857143
PUBLIC HEALTH,pm25,µg/m³,US,Cedar Rapids,00:00.0,41.9767,-91.6878,24.57142857
Padonia,pm25,µg/m³,US,Baltimore-Towson,00:00.0,39.462002,-76.631599,9.583333333
Pahala,pm25,µg/m³,US,Hilo,00:00.0,19.2065,-155.4689,5.5
Painesville - JFS,pm25,µg/m³,US,Cleveland-Elyria-Mentor,00:00.0,41.726811,-81.242156,3.428571429
Paonia,pm25,µg/m³,US,DELTA,00:00.0,38.8763,-107.6022,5.935714286
Paradise Theater,pm25,µg/m³,US,BUTTE,00:00.0,39.77919,-121.59135,2.909090909
Parklane,pm25,µg/m³,US,Columbia,00:00.0,34.093899,-80.962196,7.17
Paul Meyer,pm25,µg/m³,US,Las Vegas-Paradise,00:00.0,36.106389,-115.253333,9.657142857
Pearl City,pm25,µg/m³,US,Honolulu,00:00.0,21.392834,-157.969131,3.5
Pendleton - McKay Cr,pm25,µg/m³,US,Pendleton-Hermiston,00:00.0,45.652231,-118.823033,5.457142857
Pepsi Place,pm25,µg/m³,US,Jacksonville,00:00.0,30.262808,-81.606834,3.135714286
Phoenix JLG Supersit,pm25,µg/m³,US,Phoenix-Mesa-Scottsdale,00:00.0,33.503601,-112.095001,31
Pierre,pm25,µg/m³,US,HUGHES,00:00.0,44.373786,-100.287269,1.764285714
Pinedale Gaseous,pm25,µg/m³,US,SUBLETTE,00:00.0,42.8698,-109.8708,2.153846154
Pinehurst,pm25,µg/m³,US,FRESNO,00:00.0,36.6972,-119.0189,11.18214286
Piney Run,pm25,µg/m³,US,GARRETT,00:00.0,39.705799,-79.011902,11.75
Piru - Pacific,pm25,µg/m³,US,Oxnard-Thousand Oaks-Ventura,00:00.0,34.4044,-118.81,8.142857143
PittsfieldES,pm25,µg/m³,US,BERKSHIRE,00:00.0,42.453035,-73.238776,5.5
Pleasanton - Owens C,pm25,µg/m³,US,San Francisco-Oakland-Fremont,00:00.0,37.701222,-121.903019,8.75
Plummer CDA Tribe,pm25,µg/m³,US,BENEWAH,00:00.0,47.3386,-116.885902,4.486666667
Pocatello Garrett an,pm25,µg/m³,US,Pocatello,00:00.0,42.876701,-112.460297,6.071428571
Ponca City,pm25,µg/m³,US,Ponca City,00:00.0,36.697189,-97.081278,6
Port Angeles-E 5th S,pm25,µg/m³,US,CLALLAM,00:00.0,48.115,-123.436434,7.371428571
Port Townsend-San Ju,pm25,µg/m³,US,JEFFERSON,00:00.0,48.129101,-122.7789,7.414285714
Porterville-NFS,pm25,µg/m³,US,TULARE,00:00.0,36.0319,-119.055,28.25
Portland - SE Lafaye,pm25,µg/m³,US,Portland-Vancouver-Beaverton,00:00.0,45.496641,-122.602877,20.83571429
Portland - Sauvie Is,pm25,µg/m³,US,Portland-Vancouver-Beaverton,00:00.0,45.768531,-122.7721,7.821428571
Portland Near Road,pm25,µg/m³,US,Portland-Vancouver-Beaverton,00:00.0,45.39916,-122.7455,17.99285714
Portola,pm25,µg/m³,US,PLUMAS,00:00.0,39.808334,-120.471664,35.14285714
Portsmouth,pm25,µg/m³,US,Boston-Cambridge-Quincy,00:00.0,43.075371,-70.748017,3.15
Potosi,pm25,µg/m³,US,GRANT,00:00.0,42.692131,-90.696373,23.53076923
Preble County,pm25,µg/m³,US,Dayton,00:00.0,39.83562,-84.72049,22.65833333
Presque Isle Riversi,pm25,µg/m³,US,AROOSTOOK,00:00.0,46.682299,-68.016195,1
Preston PM25 BAM,pm25,µg/m³,US,FRANKLIN,00:00.0,42.082222,-111.864167,4.538461538
