location,parameter,unit,country,city,date.utc,coordinates_latitude,coordinates_longitude,avgvalue
Hammond-141st St,o3,ppm,US,Chicago-Naperville-Joliet,00:00.0,41.6394,-87.4936,0.011785714
Hamshire C64,o3,ppm,US,Beaumont-Port Arthur,00:00.0,29.863952,-94.3178,0.009923077
Hanford - S. Irwin S,o3,ppm,US,Hanford-Corcoran,00:00.0,36.3144,-119.6436,0.00175
Harrisburg,o3,ppm,US,Harrisburg-Carlisle,00:00.0,40.246992,-76.846988,0.031266667
Harrisville,o3,ppm,US,Ogden-Clearfield,00:00.0,41.302799,-111.988297,0.004857143
Haverhill,o3,ppm,US,Boston-Cambridge-Quincy,00:00.0,42.7708,-71.1028,0.018357143
Hawthorne,o3,ppm,US,Salt Lake City,00:00.0,40.733501,-111.871696,0.001428571
Hayward,o3,ppm,US,San Francisco-Oakland-Fremont,00:00.0,37.6547,-122.0317,0.016181818
Healdton,o3,ppm,US,Ardmore,00:00.0,34.256901,-97.474197,0.015
Helmsburg,o3,ppm,US,BROWN,00:00.0,39.263914,-86.292261,0.016571429
Heritage Park,o3,ppm,US,Kansas City,00:00.0,38.8386,-94.7464,0.029142857
Herriman #3,o3,ppm,US,Salt Lake City,00:00.0,40.496408,-112.036305,0.023769231
Hershey,o3,ppm,US,Harrisburg-Carlisle,00:00.0,40.2722,-76.6814,0.0266
Hesperia - Olive Str,o3,ppm,US,Riverside-San Bernardino-Ontario,00:00.0,34.416506,-117.285602,0.021
Hiawatha,o3,ppm,US,SWEETWATER,00:00.0,41.15778,-108.619446,0.025625
High School,o3,ppm,US,Phoenix-Mesa-Scottsdale,00:00.0,33.507999,-111.837799,0.033466667
Highland Reservoir -,o3,ppm,US,Denver-Aurora,00:00.0,39.5689,-104.9572,0.025416667
Hobbs Jefferson,o3,ppm,US,Hobbs,00:00.0,32.7267,-103.1233,0.024818182
Holbrook,o3,ppm,US,GREENE,00:00.0,39.82,-80.2897,0.02
Holiday,o3,ppm,US,Tampa-St. Petersburg-Clearwater,00:00.0,28.1953,-82.7578,0.028111111
Holtsville,o3,ppm,US,New York-Northern New Jersey-Long Island,00:00.0,40.8278,-73.0575,0.034428571
Hookstown,o3,ppm,US,Pittsburgh,00:00.0,40.5625,-80.5042,0.025466667
Hope,o3,ppm,US,Columbus,00:00.0,39.294322,-85.766845,0.021571429
Horicon Wildlife Are,o3,ppm,US,DODGE,00:00.0,43.46611,-88.621109,0.033538462
Horn Point,o3,ppm,US,DORCHESTER,00:00.0,38.5876,-76.1408,0.02325
Horton Station,o3,ppm,US,Blacksburg-Christiansburg-Radford,00:00.0,37.3297,-80.5578,0.036153846
Houston,o3,ppm,US,WASHINGTON,00:00.0,40.269,-80.244,0.0212
Houston Aldine C8,o3,ppm,US,Houston-Sugar Land-Baytown,00:00.0,29.9011,-95.3261,0.005384615
Houston Bayland Park,o3,ppm,US,Houston-Sugar Land-Baytown,00:00.0,29.6958,-95.4992,0.003571429
Houston Croquet C409,o3,ppm,US,Houston-Sugar Land-Baytown,00:00.0,29.6239,-95.4742,0.004
Houston Deer Park C3,o3,ppm,US,Houston-Sugar Land-Baytown,00:00.0,29.670025,-95.128508,0.007153846
Houston East C1,o3,ppm,US,Houston-Sugar Land-Baytown,00:00.0,29.7681,-95.2206,0.004214286
Houston Monroe C406,o3,ppm,US,Houston-Sugar Land-Baytown,00:00.0,29.6256,-95.2672,0.005285714
Houston North Waysid,o3,ppm,US,Houston-Sugar Land-Baytown,00:00.0,29.8281,-95.2842,0.004
Houston Park Place C,o3,ppm,US,Houston-Sugar Land-Baytown,00:00.0,29.68639,-95.294724,0.006214286
Houston Westhollow C,o3,ppm,US,Houston-Sugar Land-Baytown,00:00.0,29.7233,-95.6358,0.003416667
Hoxeyville,o3,ppm,US,WEXFORD,00:00.0,44.180901,-85.738998,0.035833333
Humboldt Mountain -,o3,ppm,US,Phoenix-Mesa-Scottsdale,00:00.0,33.9828,-111.7987,0.0506
Huntington Wildlife,o3,ppm,US,ESSEX,00:00.0,43.97,-74.22,0.033
Hurricane,o3,ppm,US,WASHINGTON,00:00.0,37.179,-113.3052,0.033714286
Incline,o3,ppm,US,Reno-Sparks,00:00.0,39.250437,-119.956741,0.032428571
Indian River Lagoon,o3,ppm,US,Vero Beach,00:00.0,27.8492,-80.4554,0.026846154
Indio - Jackson Stre,o3,ppm,US,Riverside-San Bernardino-Ontario,00:00.0,33.708566,-116.215394,0.019
Indio-29 Palms,o3,ppm,US,N/A,00:00.0,33.71969,-116.1897,0.024923077
Indpls - I-70 E,o3,ppm,US,Indianapolis,00:00.0,39.787933,-86.13088,0.012785714
Indpls-Ft. Harrison,o3,ppm,US,Indianapolis,00:00.0,39.8589,-86.0214,0.020571429
Indpls-Harding St,o3,ppm,US,Indianapolis,00:00.0,39.7489,-86.1861,0.019285714
Indpls-Washington Pa,o3,ppm,US,Indianapolis,00:00.0,39.8108,-86.1147,0.019666667
Inglefield,o3,ppm,US,Evansville,00:00.0,38.1139,-87.5369,0.015666667
Italy C1044,o3,ppm,US,Dallas-Fort Worth-Arlington,00:00.0,32.1772,-96.8711,0.006571429
Ivanhoe C414,o3,ppm,US,El Paso,00:00.0,31.7864,-106.3242,0.008285714
Jackson,o3,ppm,US,Augusta-Richmond County,00:00.0,33.342201,-81.788597,0.0315
Jackson - Clinton,o3,ppm,US,AMADOR,00:00.0,38.342606,-120.764426,0.003923077
Jackson NCORE,o3,ppm,US,Jackson,00:00.0,32.329111,-90.182722,0.024545455
Jackson Road,o3,ppm,US,Sarasota-Bradenton-Venice,00:00.0,27.0892,-82.3625,0.031666667
Jacobs,o3,ppm,US,HUMBOLDT,00:00.0,40.776943,-124.177498,0.022785714
Jean,o3,ppm,US,Las Vegas-Paradise,00:00.0,35.785665,-115.357087,0.035428571
Jerome Mack,o3,ppm,US,Las Vegas-Paradise,00:00.0,36.141875,-115.078742,0
Joe Neal,o3,ppm,US,Las Vegas-Paradise,00:00.0,36.270592,-115.238282,0.036571429
John A. Chesnut Sr.,o3,ppm,US,Tampa-St. Petersburg-Clearwater,00:00.0,28.0903,-82.7008,0.027444444
Johnson County,o3,ppm,US,JOHNSON,00:00.0,43.87483,-106.50974,0.028933333
Johnstown,o3,ppm,US,Johnstown,00:00.0,40.3097,-78.9158,0.009533333
Joshua Tree NP - Bla,o3,ppm,US,Riverside-San Bernardino-Ontario,00:00.0,34.0714,-116.3906,0.051428571
Joshua Tree NP - Cot,o3,ppm,US,RIVERSIDE,00:00.0,33.7472,-115.8201,0.042
Juel Spring,o3,ppm,US,SUBLETTE,00:00.0,42.373001,-109.563004,0.030866667
KILLENS,o3,ppm,US,Dover,00:00.0,38.9847,-75.5556,0.0234
KNI-Topeka,o3,ppm,US,Topeka,00:00.0,39.0242,-95.7114,0.023428571
Kane Exp. Forest,o3,ppm,US,St. Marys,00:00.0,41.598,-78.7674,0.035692308
Karnack C85,o3,ppm,US,Marshall,00:00.0,32.6706,-94.1681,0.004142857
Kaufman C71,o3,ppm,US,Dallas-Fort Worth-Arlington,00:00.0,32.565,-96.3175,0.022153846
Keene,o3,ppm,US,Keene,00:00.0,42.930521,-72.272332,0.034928571
Keller C17,o3,ppm,US,Dallas-Fort Worth-Arlington,00:00.0,32.922498,-97.282088,0.01375
Kenner,o3,ppm,US,New Orleans-Metairie-Kenner,00:00.0,30.0411,-90.2728,0.031866667
Kernville,o3,ppm,US,KERN,00:00.0,35.755,-118.4175,0.009214286
Killeen C1047,o3,ppm,US,Killeen-Temple-Fort Hood,00:00.0,31.088002,-97.679734,0.009416667
Kittanning,o3,ppm,US,Pittsburgh,00:00.0,40.8142,-79.565,0.0284
Kokomo - E. Vaile Av,o3,ppm,US,Kokomo,00:00.0,40.481349,-86.109718,0.012785714
Kutztown,o3,ppm,US,BERKS,00:00.0,40.51408,-75.789703,0.030466667
LABP,o3,ppm,US,Philadelphia-Camden-Wilmington,00:00.0,40.091702,-75.097801,0.026307692
LANSING FILLEY ST,o3,ppm,US,Lansing-East Lansing,00:00.0,42.76138,-84.562867,0.029285714
LAX-Hastings,o3,ppm,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.95507,-118.43046,0.008733333
LEHI,o3,ppm,US,Phoenix-Mesa-Scottsdale,00:00.0,33.474499,-111.805099,0.033733333
LEMONT,o3,ppm,US,Chicago-Naperville-Joliet,00:00.0,41.6681,-87.9906,0.0045
LEWES,o3,ppm,US,Seaford,00:00.0,38.7833,-75.1667,0.028666667
LSU,o3,ppm,US,Baton Rouge,00:00.0,30.4197,-91.1819,0.015
LUMS 2,o3,ppm,US,Philadelphia-Camden-Wilmington,00:00.0,39.5511,-75.7308,0.023153846
LYNN,o3,ppm,US,Boston-Cambridge-Quincy,00:00.0,42.474701,-70.971901,0.035928571
La Casa NCORE - 4545,o3,ppm,US,Denver-Aurora,00:00.0,39.7794,-105.00523,0.005357143
La Habra,o3,ppm,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.925062,-117.952586,0.0055
La Union,o3,ppm,US,Las Cruces,00:00.0,31.9306,-106.6306,0.007090909
LaPorte-E. Lincolnwa,o3,ppm,US,Michigan City-La Porte,00:00.0,41.6292,-86.6847,0.013714286
Lafayette,o3,ppm,US,Lafayette,00:00.0,30.2258,-92.042801,0.02
Lake City,o3,ppm,US,Lake City,00:00.0,30.1783,-82.6192,0.022
Lake Elsinore - W. F,o3,ppm,US,Riverside-San Bernardino-Ontario,00:00.0,33.676535,-117.331027,0.0094
Lake Ilo,o3,ppm,US,DUNN,00:00.0,47.342589,-102.645997,0.017928571
Lake Jackson C1016,o3,ppm,US,Houston-Sugar Land-Baytown,00:00.0,29.0436,-95.4736,0.008428571
Lancaster,o3,ppm,US,Lancaster,00:00.0,40.0467,-76.2833,0.0288
Lancaster DW,o3,ppm,US,Lancaster,00:00.0,40.0439,-76.1125,0.027466667
Lancaster-Division,o3,ppm,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.669589,-118.130689,0.0125
Lang C408,o3,ppm,US,Houston-Sugar Land-Baytown,00:00.0,29.8342,-95.4892,0.004357143
Laramie County Mobil,o3,ppm,US,Cheyenne,00:00.0,41.08536,-104.52277,0.0288125
Laredo C44,o3,ppm,US,Laredo,00:00.0,27.517403,-99.515244,0.0145
Las Flores Canyon,o3,ppm,US,Santa Barbara-Santa Maria,00:00.0,34.4897,-120.0458,0.040142857
Lassen Volcanic NP,o3,ppm,US,Redding,00:00.0,40.5403,-121.5764,0.036642857
Laurel Hill,o3,ppm,US,Somerset,00:00.0,39.9878,-79.2514,0.026153846
Laurel Oaks Elementa,o3,ppm,US,Naples-Marco Island,00:00.0,26.2992,-81.72,0.025111111
Lawrenceville,o3,ppm,US,Pittsburgh,00:00.0,40.4656,-79.9611,0.018571429
Lawton North,o3,ppm,US,Lawton,00:00.0,34.632999,-98.428802,0.033
Leavenworth-U.S. Pen,o3,ppm,US,Kansas City,00:00.0,39.3275,-94.9513,0.015928571
Lebanon,o3,ppm,US,Lebanon,00:00.0,40.33733,-76.383446,0.0315
Lemmon Valley,o3,ppm,US,Reno-Sparks,00:00.0,39.645288,-119.840051,0.006285714
Leo HS,o3,ppm,US,Fort Wayne,00:00.0,41.221418,-85.016821,0.016071429
Leopold,o3,ppm,US,PERRY,00:00.0,38.1131,-86.6036,0.020142857
Lewistown,o3,ppm,US,FERGUS,00:00.0,47.048537,-109.455315,0.031076923
Lido Park; McKinley,o3,ppm,US,Sarasota-Bradenton-Venice,00:00.0,27.3072,-82.5703,0.033666667
Lincoln,o3,ppm,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.89,-121.3,0.0088
Lindon,o3,ppm,US,Provo-Orem,00:00.0,40.3414,-111.7136,0.011857143
Livermore - Rincon,o3,ppm,US,San Francisco-Oakland-Fremont,00:00.0,37.687526,-121.784217,0.005
Lompoc H Street,o3,ppm,US,Santa Barbara-Santa Maria,00:00.0,34.637798,-120.456703,0.011071429
Lompoc HS&P,o3,ppm,US,Santa Barbara-Santa Maria,00:00.0,34.7256,-120.4278,0.0437
Londonderry - Moose,o3,ppm,US,ROCKINGHAM,00:00.0,42.862531,-71.38014,0.0365
Long Beach - Hudson,o3,ppm,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.802417,-118.219933,0.0028
Longview C19/C127,o3,ppm,US,Longview,00:00.0,32.378682,-94.711811,0.005285714
Look Rock - GSMNP,o3,ppm,US,Knoxville,00:00.0,35.6322,-83.9422,0.034
Los Angeles - N. Mai,o3,ppm,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.066429,-118.226755,0.004066667
Los Gatos,o3,ppm,US,San Jose-Sunnyvale-Santa Clara,00:00.0,37.2267,-121.9786,0.016181818
Loudonville,o3,ppm,US,Albany-Schenectady-Troy,00:00.0,42.6769,-73.7556,0.033571429
Lynchburg Ferry C101,o3,ppm,US,Houston-Sugar Land-Baytown,00:00.0,29.7644,-95.0781,0.007785714
Lynn Lane,o3,ppm,US,Tulsa,00:00.0,36.1336,-95.7636,0.002
M.K. Goddard,o3,ppm,US,Youngstown-Warren-Boardman,00:00.0,41.4271,-80.1451,0.031
MA,o3,ppm,US,Salt Lake City,00:00.0,40.712064,-112.111122,0.012615385
MARION,o3,ppm,US,Memphis,00:00.0,35.1967,-90.1911,0.017125
MATH & SCIENCE CTR,o3,ppm,US,Richmond,00:00.0,37.55652,-77.40027,0.021785714
MICMAC,o3,ppm,US,AROOSTOOK,00:00.0,46.6964,-68.033096,0.031142857
MILWAUKEE SER DNR,o3,ppm,US,Milwaukee-Waukesha-West Allis,00:00.0,43.0611,-87.9125,0.033769231
MLK,o3,ppm,US,Philadelphia-Camden-Wilmington,00:00.0,39.7394,-75.5581,0.025266667
MOBILE - SANTA ANA,o3,ppm,US,SANDOVAL,00:00.0,35.338407,-106.524292,0.010333333
MTSP,o3,ppm,US,MONROE,00:00.0,39.4751,-91.78899,0.028428571
Mackville,o3,ppm,US,WASHINGTON,00:00.0,37.7046,-85.0485,0.017615385
Madera - Pump Yard,o3,ppm,US,Madera,00:00.0,36.8669,-120.01,0.004928571
Madera-City,o3,ppm,US,Madera,00:00.0,36.9533,-120.0341,0.007076923
Madisonville,o3,ppm,US,New Orleans-Metairie-Kenner,00:00.0,30.4293,-90.1997,0.021357143
Malta,o3,ppm,US,PHILLIPS,00:00.0,48.317507,-107.862471,0.024923077
Mammoth Cave NP,o3,ppm,US,Bowling Green,00:00.0,37.1314,-86.1481,0.018076923
Manitou Springs,o3,ppm,US,Colorado Springs,00:00.0,38.853097,-104.901286,0.036357143
Mannford,o3,ppm,US,Tulsa,00:00.0,36.1053,-96.3608,0.031
Manvel Croix Park C8,o3,ppm,US,Houston-Sugar Land-Baytown,00:00.0,29.5203,-95.3925,0.004857143
Maricopa - Stanilaus,o3,ppm,US,Bakersfield,00:00.0,35.0544,-119.4039,0.035461538
Mayo Clinic,o3,ppm,US,Jacksonville,00:00.0,30.2603,-81.4533,0.016428571
McAlester,o3,ppm,US,McAlester,00:00.0,34.906082,-95.794128,0.008
McMillan NCORE,o3,ppm,US,WASHINGTON,00:00.0,38.921848,-77.013176,0.023333333
Melbourne,o3,ppm,US,Palm Bay-Melbourne-Titusville,00:00.0,28.0542,-80.6283,0.024222222
Meraux,o3,ppm,US,ST. BERNARD,00:00.0,29.940001,-89.919998,0.0298
Merced - S. Coffee A,o3,ppm,US,Merced,00:00.0,37.2817,-120.433601,0.005583333
Mesa - Brooks Reserv,o3,ppm,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4105,-111.8651,0.0356
Mesa Verde NP,o3,ppm,US,MONTEZUMA,00:00.0,37.1983,-108.4903,0.044692308
Methodist Hill,o3,ppm,US,Chambersburg,00:00.0,39.9611,-77.4756,0.028666667
Miami,o3,ppm,US,Miami,00:00.0,36.922222,-94.83889,0
Michigan City-4th St,o3,ppm,US,Michigan City-La Porte,00:00.0,41.7169,-86.9075,0.019142857
Middleport,o3,ppm,US,Buffalo-Niagara Falls,00:00.0,43.2189,-78.4792,0.035857143
Midlothian OFW C52,o3,ppm,US,Dallas-Fort Worth-Arlington,00:00.0,32.482081,-97.026922,0.026928571
Millbrook,o3,ppm,US,Poughkeepsie-Newburgh-Middletown,00:00.0,41.7856,-73.6947,0.032357143
Millbrook NCore,o3,ppm,US,Raleigh-Cary,00:00.0,35.856111,-78.574167,0.027384615
Miller State Park,o3,ppm,US,Manchester-Nashua,00:00.0,42.86183,-71.878626,0.035714286
Millville,o3,ppm,US,Vineland-Millville-Bridgeton,00:00.0,39.422272,-75.0252,0.027454545
Mira Loma - Van Bure,o3,ppm,US,Riverside-San Bernardino-Ontario,00:00.0,33.996387,-117.4925,0.0038
Mission C43,o3,ppm,US,McAllen-Edinburg-Mission,00:00.0,26.226226,-98.29107,0.016642857
Mission Viejo,o3,ppm,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.629991,-117.675875,0.013466667
Missoula Boyd Park,o3,ppm,US,MISSOULA,00:00.0,46.842297,-114.020549,0.002153846
Modesto - 14th Stree,o3,ppm,US,Modesto,00:00.0,37.642165,-120.994212,0.008307692
Mojave - 923 Poole S,o3,ppm,US,Bakersfield,00:00.0,35.05045,-118.14778,0.021846154
Monroe,o3,ppm,US,Monroe,00:00.0,32.509701,-92.046097,0.019533333
Monrovia,o3,ppm,US,Indianapolis,00:00.0,39.5756,-86.4778,0.021142857
Montoursville,o3,ppm,US,Williamsport,00:00.0,41.2508,-76.9239,0.0346
Moore,o3,ppm,US,Oklahoma City,00:00.0,35.32,-97.4883,0.027
Morro Bay,o3,ppm,US,San Luis Obispo-Paso Robles,00:00.0,35.36639,-120.8426,0.0372
Moshannon,o3,ppm,US,DuBois,00:00.0,41.1175,-78.5261,0.0330625
Moxa Arch,o3,ppm,US,SWEETWATER,00:00.0,41.750599,-109.789703,0.029285714
Mt Ninham,o3,ppm,US,New York-Northern New Jersey-Long Island,00:00.0,41.4561,-73.7103,0.033857143
Mt Rainier- Jackson,o3,ppm,US,Seattle-Tacoma-Bellevue,00:00.0,46.7841,-121.740303,0.039
Murphy Ridge,o3,ppm,US,Evanston,00:00.0,41.3694,-111.0419,0.038625
Myton,o3,ppm,US,DUCHESNE,00:00.0,40.2169,-110.182297,0.022090909
NCORE,o3,ppm,US,BROWARD,00:00.0,26.054047,-80.257608,0.025526316
NCore,o3,ppm,US,Fairbanks,00:00.0,64.8458,-147.72727,0.033642857
NCore - White Mounta,o3,ppm,US,Bishop,00:00.0,37.360701,-118.330835,0.0248
NEA,o3,ppm,US,Philadelphia-Camden-Wilmington,00:00.0,40.0767,-75.0108,0.025230769
NEW,o3,ppm,US,PHILADELPHIA,00:00.0,39.991389,-75.080833,0.023
NEWKIRK,o3,ppm,US,Ponca City,00:00.0,36.956699,-97.034401,0.030923077
NLRAP,o3,ppm,US,Little Rock-North Little Rock,00:00.0,34.8306,-92.2594,0.03
NO. BHAM,o3,ppm,US,Birmingham-Hoover,00:00.0,33.5531,-86.815,0.021
NORTHBRK,o3,ppm,US,Chicago-Naperville-Joliet,00:00.0,42.1406,-87.7994,0.024214286
NR,o3,ppm,US,Salt Lake City,00:00.0,40.662841,-111.901796,0.002071429
Napa - Napa Valley C,o3,ppm,US,Napa,00:00.0,38.278849,-122.275024,0.007333333
Narragansett,o3,ppm,US,Providence-New Bedford-Fall River,00:00.0,41.4942,-71.4219,0.0392
Navajo Lake,o3,ppm,US,Farmington,00:00.0,36.8097,-107.6517,0.024818182
Nederland C1035,o3,ppm,US,Beaumont-Port Arthur,00:00.0,29.9786,-94.0111,0.0185
New Albany,o3,ppm,US,Louisville,00:00.0,38.3081,-85.8342,0.013857143
New Castle,o3,ppm,US,New Castle,00:00.0,40.9958,-80.3467,0.021866667
New Garden,o3,ppm,US,Philadelphia-Camden-Wilmington,00:00.0,39.8344,-75.7678,0.031066667
New Haven - Criscuol,o3,ppm,US,New Haven-Milford,00:00.0,41.301288,-72.902685,0.0325
New Roads,o3,ppm,US,Baton Rouge,00:00.0,30.6817,-91.3661,0.024466667
NewCastle,o3,ppm,US,WESTON,00:00.0,43.881401,-104.191902,0.035642857
Newark Firehouse,o3,ppm,US,New York-Northern New Jersey-Long Island,00:00.0,40.720989,-74.192894,0.029666667
Nez Perce Tribe,o3,ppm,US,IDAHO,00:00.0,46.2756,-116.0216,0.023846154
Nicks Lake,o3,ppm,US,Utica-Rome,00:00.0,43.6856,-74.9864,0.033642857
Niland - English Roa,o3,ppm,US,El Centro,00:00.0,33.2136,-115.5444,0.004928571
Nipomo RP,o3,ppm,US,San Luis Obispo-Paso Robles,00:00.0,35.0315,-120.50101,0.042866667
Noblesville-191st St,o3,ppm,US,Indianapolis,00:00.0,40.068333,-85.9925,0.018
Norristown,o3,ppm,US,Philadelphia-Camden-Wilmington,00:00.0,40.1122,-75.3092,0.027466667
North OKC,o3,ppm,US,Oklahoma City,00:00.0,35.612801,-97.472198,0.032
North Phoenix,o3,ppm,US,Phoenix-Mesa-Scottsdale,00:00.0,33.560299,-112.066299,0.008
North Spartanburg FS,o3,ppm,US,Spartanburg,00:00.0,34.988602,-82.0756,0.0346
Northwest Harris Co.,o3,ppm,US,Houston-Sugar Land-Baytown,00:00.0,30.0394,-95.6739,0.004571429
ORGILL,o3,ppm,US,Memphis,00:00.0,35.3772,-89.8319,0.007
Oakland,o3,ppm,US,San Francisco-Oakland-Fremont,00:00.0,37.743061,-122.169907,0.007909091
Oakland West,o3,ppm,US,San Francisco-Oakland-Fremont,00:00.0,37.8148,-122.282402,0.007181818
Ogden Dunes,o3,ppm,US,Chicago-Naperville-Joliet,00:00.0,41.6175,-87.1992,0.011142857
Oildale - 3311 Manor,o3,ppm,US,Bakersfield,00:00.0,35.438035,-119.016787,0.016384615
Ojai - Ojai Ave.,o3,ppm,US,Oxnard-Thousand Oaks-Ventura,00:00.0,34.4483,-119.2303,0.0105
Osceola Co. Fire Sta,o3,ppm,US,Orlando-Kissimmee,00:00.0,28.3478,-81.6367,0.020777778
Osceola National For,o3,ppm,US,Jacksonville,00:00.0,30.1972,-82.445,0.021777778
Otay Mesa - Donovan,o3,ppm,US,San Diego-Carlsbad-San Marcos,00:00.0,32.579361,-116.929486,0.021833333
Ouray,o3,ppm,US,UINTAH,00:00.0,40.054848,-109.68737,0.018461538
Oxford,o3,ppm,US,Cincinnati-Middletown,00:00.0,39.5327,-84.7286,0.022846154
P2,o3,ppm,US,CARBON,00:00.0,39.595798,-110.769997,0.028846154
PARR,o3,ppm,US,Little Rock-North Little Rock,00:00.0,34.7561,-92.2758,0.002666667
PECK,o3,ppm,US,Wichita,00:00.0,37.4769,-97.3664,0.026142857
PEORIA_F,o3,ppm,US,Peoria,00:00.0,40.6869,-89.6072,0.006642857
POMPANO_BEACH,o3,ppm,US,Miami-Fort Lauderdale-Miami Beach,00:00.0,26.2906,-80.0969,0.023375
POTAWATOMI,o3,ppm,US,FOREST,00:00.0,45.5639,-88.81,0.036538462
PRYOR,o3,ppm,US,MAYES,00:00.0,36.228298,-95.25,0.0195
Palisade Ozone,o3,ppm,US,Grand Junction,00:00.0,39.1306,-108.3139,0.02625
Palm Springs - Fire,o3,ppm,US,Riverside-San Bernardino-Ontario,00:00.0,33.852605,-116.540965,0.031933333
Palo Verde,o3,ppm,US,Las Vegas-Paradise,00:00.0,36.173415,-115.332728,0.028142857
Paonia,o3,ppm,US,DELTA,00:00.0,38.8763,-107.6022,0.029571429
Paradise Road,o3,ppm,US,Santa Barbara-Santa Maria,00:00.0,34.5414,-119.7906,0.026428571
Parker County C76,o3,ppm,US,Dallas-Fort Worth-Arlington,00:00.0,32.8686,-97.9058,0.029230769
Parklane,o3,ppm,US,Columbia,00:00.0,34.093899,-80.962196,0.0303
Parlier,o3,ppm,US,Fresno,00:00.0,36.5975,-119.5036,0.006214286
Parsons,o3,ppm,US,TUCKER,00:00.0,39.0905,-79.6617,0.013833333
Pasadena,o3,ppm,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.13263,-118.127142,0.007
Paso Robles - Santa,o3,ppm,US,San Luis Obispo-Paso Robles,00:00.0,35.614668,-120.656912,0.018
Paul Meyer,o3,ppm,US,Las Vegas-Paradise,00:00.0,36.106389,-115.253333,0.021857143
Paw Park,o3,ppm,US,Sarasota-Bradenton-Venice,00:00.0,27.3503,-82.4797,0.033222222
Peckville,o3,ppm,US,Scranton--Wilkes-Barre,00:00.0,41.4789,-75.5781,0.030933333
Pee Dee,o3,ppm,US,Florence,00:00.0,34.285599,-79.744698,0.028
Penn State,o3,ppm,US,State College,00:00.0,40.7208,-77.9319,0.034
Pensacola NAS,o3,ppm,US,Pensacola-Ferry Pass-Brent,00:00.0,30.3681,-87.2708,0.02625
Perch River,o3,ppm,US,Watertown-Fort Drum,00:00.0,44.0878,-75.9744,0.033071429
Perdue,o3,ppm,US,Miami-Fort Lauderdale-Miami Beach,00:00.0,25.586399,-80.326897,0.025857143
Perkinstown,o3,ppm,US,TAYLOR,00:00.0,45.2066,-90.5969,0.031
Perris,o3,ppm,US,Riverside-San Bernardino-Ontario,00:00.0,33.789331,-117.227639,0.0046
Petrified Forest NP,o3,ppm,US,NAVAJO,00:00.0,34.822498,-109.891899,0.0305
Pfizer Lab,o3,ppm,US,New York-Northern New Jersey-Long Island,00:00.0,40.868,-73.8782,0.0295
Phelan - Beekley Roa,o3,ppm,US,Riverside-San Bernardino-Ontario,00:00.0,34.425052,-117.589813,0.044142857
Phoenix JLG Supersit,o3,ppm,US,Phoenix-Mesa-Scottsdale,00:00.0,33.503601,-112.095001,0.002733333
Pico Rivera,o3,ppm,US,LOS ANGELES,00:00.0,34.010283,-118.068484,0.003933333
Pilot Point C1032,o3,ppm,US,Dallas-Fort Worth-Arlington,00:00.0,33.4107,-96.9437,0.019928571
Pinal Air Park,o3,ppm,US,Phoenix-Mesa-Scottsdale,00:00.0,32.508308,-111.30806,0.017333333
Pinedale,o3,ppm,US,SUBLETTE,00:00.0,42.9288,-109.788,0.040461538
Pinedale Gaseous,o3,ppm,US,SUBLETTE,00:00.0,42.8698,-109.8708,0.028875
Pinehurst,o3,ppm,US,FRESNO,00:00.0,36.6972,-119.0189,0.038285714
Piney Run,o3,ppm,US,GARRETT,00:00.0,39.705799,-79.011902,0.026416667
Pinnacle Peak Club H,o3,ppm,US,Phoenix-Mesa-Scottsdale,00:00.0,33.712299,-111.852699,0.046785714
Pinnacle State Park,o3,ppm,US,Corning,00:00.0,42.0972,-77.2103,0.033142857
Pinnacles NM,o3,ppm,US,San Jose-Sunnyvale-Santa Clara,00:00.0,36.485001,-121.155602,0.013428571
Piru - Pacific,o3,ppm,US,Oxnard-Thousand Oaks-Ventura,00:00.0,34.4044,-118.81,0.0242
Piseco Lake,o3,ppm,US,HAMILTON,00:00.0,43.4556,-74.515,0.034714286
PittsfieldES,o3,ppm,US,BERKSHIRE,00:00.0,42.453035,-73.238776,0.034
Placerville,o3,ppm,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.72528,-120.82192,0.034384615
Plummer,o3,ppm,US,Bloomington,00:00.0,38.9856,-86.99,0.019769231
Pomona,o3,ppm,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.0667,-117.7506,0.004066667
Port Allen,o3,ppm,US,Baton Rouge,00:00.0,30.5019,-91.2111,0.026533333
Port Arthur West C28,o3,ppm,US,Beaumont-Port Arthur,00:00.0,29.8942,-93.9875,0.016642857
Porterville-NFS,o3,ppm,US,TULARE,00:00.0,36.0319,-119.055,0.012916667
Portland - Deering O,o3,ppm,US,Portland-South Portland-Biddeford,00:00.0,43.660248,-70.268967,0.034785714
Portland - SE Lafaye,o3,ppm,US,Portland-Vancouver-Beaverton,00:00.0,45.496641,-122.602877,0.001066667
