location,parameter,unit,country,city,date.utc,coordinates_latitude,coordinates_longitude,avgvalue
New Haven - Criscuol,pm25,µg/m³,US,New Haven-Milford,2019-11-16 16:00:00.000000,41.301288,-72.902685,5.09285714285714
New Milford,pm25,µg/m³,US,SUSQUEHANNA,2019-11-16 16:00:00.000000,41.867336,-75.686602,4.48
Newark Firehouse,pm25,µg/m³,US,New York-Northern New Jersey-Long Island,2019-11-16 16:00:00.000000,40.720989,-74.192894,3.79166666666667
Newburgh,pm25,µg/m³,US,Poughkeepsie-Newburgh-Middletown,2019-11-16 16:00:00.000000,41.4994,-74.0097,4.7
Nipomo Mesa CDF,pm25,µg/m³,US,SAN LUIS OBISPO,2019-11-16 16:00:00.000000,35.04676,-120.58777,10.0
Nogales Post Office,pm25,µg/m³,US,Nogales,2019-11-16 16:00:00.000000,31.337204,-110.936722,28.0
Norristown,pm25,µg/m³,US,Philadelphia-Camden-Wilmington,2019-11-16 16:00:00.000000,40.1122,-75.3092,8.69285714285714
North Bend-North Ben,pm25,µg/m³,US,Seattle-Tacoma-Bellevue,2019-11-16 16:00:00.000000,47.4902,-121.772697,1.14285714285714
North OKC,pm25,µg/m³,US,Oklahoma City,2019-11-16 03:00:00.000000,35.612801,-97.472198,9.9
North Phoenix,pm25,µg/m³,US,Phoenix-Mesa-Scottsdale,2019-11-16 16:00:00.000000,33.560299,-112.066299,10.4142857142857
North Valley,pm25,µg/m³,US,Albuquerque,2019-11-16 16:00:00.000000,35.187801,-106.603897,23.9214285714286
Northampton,pm25,µg/m³,US,NORTHAMPTON,2019-11-16 16:00:00.000000,36.511708,-77.655389,11.7142857142857
OWENPRI,pm25,µg/m³,US,Owensboro,2019-11-16 16:00:00.000000,37.7808,-87.0756,25.0333333333333
Oak Harbor-SW 6th (U,pm25,µg/m³,US,ISLAND,2019-11-16 16:00:00.000000,48.294399,-122.660004,3.47857142857143
Oakland,pm25,µg/m³,US,San Francisco-Oakland-Fremont,2019-11-16 16:00:00.000000,37.743061,-122.169907,7.0
Oakland West,pm25,µg/m³,US,San Francisco-Oakland-Fremont,2019-11-16 16:00:00.000000,37.8148,-122.282402,8.83333333333333
Oakridge - Willamett,pm25,µg/m³,US,Eugene-Springfield,2019-11-16 16:00:00.000000,43.74436,-122.480506,14.4
Ocean View,pm25,µg/m³,US,Hilo,2019-11-16 16:00:00.000000,19.117561,-155.778137,1.71428571428571
Ojai - Ojai Ave.,pm25,µg/m³,US,Oxnard-Thousand Oaks-Ventura,2019-11-16 16:00:00.000000,34.4483,-119.2303,6.09090909090909
Omak-Colville Tribe,pm25,µg/m³,US,OKANOGAN,2019-11-16 16:00:00.000000,48.39999,-119.518959,14.4285714285714
Orange Grove,pm25,µg/m³,US,PIMA,2019-11-16 16:00:00.000000,32.322573,-111.037709,6.92857142857143
Otay Mesa - Donovan,pm25,µg/m³,US,San Diego-Carlsbad-San Marcos,2019-11-16 16:00:00.000000,32.579361,-116.929486,14.5666666666667
PARR,pm25,µg/m³,US,Little Rock-North Little Rock,2019-11-16 12:00:00.000000,34.7561,-92.2758,9.73333333333333
PASCAGOULA,pm25,µg/m³,US,Pascagoula,2019-11-16 16:00:00.000000,30.377501,-88.533897,9.48461538461538
PC South Girard Scho,pm25,µg/m³,US,Columbus,2019-11-16 16:00:00.000000,32.437028,-84.999653,10.0714285714286
PEORIA_J,pm25,µg/m³,US,Peoria,2019-11-16 16:00:00.000000,40.6978,-89.5889,23.3214285714286
PERKINSTOWN,pm25,µg/m³,US,TAYLOR,2019-11-16 16:00:00.000000,45.2039,-90.6,9.6
PIKE2001,pm25,µg/m³,US,PIKE,2019-11-16 16:00:00.000000,37.4828,-82.5353,12.9214285714286
PITTAGCT,pm25,µg/m³,US,Greenville,2019-11-16 16:00:00.000000,35.641276,-77.360126,9.42857142857143
POMPANO_BEACH,pm25,µg/m³,US,Miami-Fort Lauderdale-Miami Beach,2019-11-16 16:00:00.000000,26.2906,-80.0969,4.92666666666667
PORT HURON,pm25,µg/m³,US,Detroit-Warren-Livonia,2019-11-16 16:00:00.000000,42.9533,-82.4564,5.77857142857143
POTAWATOMI,pm25,µg/m³,US,FOREST,2019-11-16 16:00:00.000000,45.5639,-88.81,2.74285714285714
PUBLIC HEALTH,pm25,µg/m³,US,Cedar Rapids,2019-11-16 16:00:00.000000,41.9767,-91.6878,24.5714285714286
Padonia,pm25,µg/m³,US,Baltimore-Towson,2019-11-16 14:00:00.000000,39.462002,-76.631599,9.58333333333333
Pahala,pm25,µg/m³,US,Hilo,2019-11-16 16:00:00.000000,19.2065,-155.4689,5.5
Painesville - JFS,pm25,µg/m³,US,Cleveland-Elyria-Mentor,2019-11-16 16:00:00.000000,41.726811,-81.242156,3.42857142857143
Paonia,pm25,µg/m³,US,DELTA,2019-11-16 16:00:00.000000,38.8763,-107.6022,5.93571428571429
Paradise Theater,pm25,µg/m³,US,BUTTE,2019-11-16 14:00:00.000000,39.77919,-121.59135,2.90909090909091
Parklane,pm25,µg/m³,US,Columbia,2019-11-16 16:00:00.000000,34.093899,-80.962196,7.17
Paul Meyer,pm25,µg/m³,US,Las Vegas-Paradise,2019-11-16 09:00:00.000000,36.106389,-115.253333,9.65714285714286
Pearl City,pm25,µg/m³,US,Honolulu,2019-11-16 16:00:00.000000,21.392834,-157.969131,3.5
Pendleton - McKay Cr,pm25,µg/m³,US,Pendleton-Hermiston,2019-11-16 16:00:00.000000,45.652231,-118.823033,5.45714285714286
Pepsi Place,pm25,µg/m³,US,Jacksonville,2019-11-16 16:00:00.000000,30.262808,-81.606834,3.13571428571429
Phoenix JLG Supersit,pm25,µg/m³,US,Phoenix-Mesa-Scottsdale,2019-11-16 16:00:00.000000,33.503601,-112.095001,31.0
Pierre,pm25,µg/m³,US,HUGHES,2019-11-16 16:00:00.000000,44.373786,-100.287269,1.76428571428571
Pinedale Gaseous,pm25,µg/m³,US,SUBLETTE,2019-11-16 16:00:00.000000,42.8698,-109.8708,2.15384615384615
Pinehurst,pm25,µg/m³,US,FRESNO,2019-11-16 16:00:00.000000,36.6972,-119.0189,11.1821428571429
Piney Run,pm25,µg/m³,US,GARRETT,2019-11-16 14:00:00.000000,39.705799,-79.011902,11.75
Piru - Pacific,pm25,µg/m³,US,Oxnard-Thousand Oaks-Ventura,2019-11-16 16:00:00.000000,34.4044,-118.81,8.14285714285714
PittsfieldES,pm25,µg/m³,US,BERKSHIRE,2019-11-16 16:00:00.000000,42.453035,-73.238776,5.5
Pleasanton - Owens C,pm25,µg/m³,US,San Francisco-Oakland-Fremont,2019-11-16 16:00:00.000000,37.701222,-121.903019,8.75
Plummer CDA Tribe,pm25,µg/m³,US,BENEWAH,2019-11-16 16:00:00.000000,47.3386,-116.885902,4.48666666666667
Pocatello Garrett an,pm25,µg/m³,US,Pocatello,2019-11-16 16:00:00.000000,42.876701,-112.460297,6.07142857142857
Ponca City,pm25,µg/m³,US,Ponca City,2019-11-16 03:00:00.000000,36.697189,-97.081278,6.0
Port Angeles-E 5th S,pm25,µg/m³,US,CLALLAM,2019-11-16 16:00:00.000000,48.115,-123.436434,7.37142857142857
Port Townsend-San Ju,pm25,µg/m³,US,JEFFERSON,2019-11-16 16:00:00.000000,48.129101,-122.7789,7.41428571428572
Porterville-NFS,pm25,µg/m³,US,TULARE,2019-11-16 15:00:00.000000,36.0319,-119.055,28.25
Portland - SE Lafaye,pm25,µg/m³,US,Portland-Vancouver-Beaverton,2019-11-16 16:00:00.000000,45.496641,-122.602877,20.8357142857143
Portland - Sauvie Is,pm25,µg/m³,US,Portland-Vancouver-Beaverton,2019-11-16 16:00:00.000000,45.768531,-122.7721,7.82142857142857
Portland Near Road,pm25,µg/m³,US,Portland-Vancouver-Beaverton,2019-11-16 16:00:00.000000,45.39916,-122.7455,17.9928571428571
Portola,pm25,µg/m³,US,PLUMAS,2019-11-16 16:00:00.000000,39.808334,-120.471664,35.1428571428571
Portsmouth,pm25,µg/m³,US,Boston-Cambridge-Quincy,2019-11-16 16:00:00.000000,43.075371,-70.748017,3.15
Potosi,pm25,µg/m³,US,GRANT,2019-11-16 15:00:00.000000,42.692131,-90.696373,23.5307692307692
Preble County,pm25,µg/m³,US,Dayton,2019-11-16 16:00:00.000000,39.83562,-84.72049,22.6583333333333
Presque Isle Riversi,pm25,µg/m³,US,AROOSTOOK,2019-11-16 04:00:00.000000,46.682299,-68.016195,1.0
Preston PM25 BAM,pm25,µg/m³,US,FRANKLIN,2019-11-16 16:00:00.000000,42.082222,-111.864167,4.53846153846154
Prineville - Davidso,pm25,µg/m³,US,Prineville,2019-11-16 16:00:00.000000,44.299787,-120.844773,9.20714285714286
Pullman-Dexter Ave,pm25,µg/m³,US,Pullman,2019-11-16 16:00:00.000000,46.7245,-117.1801,4.56428571428571
Puyallup-128th St,pm25,µg/m³,US,Seattle-Tacoma-Bellevue,2019-11-16 16:00:00.000000,47.140499,-122.299202,4.42857142857143
Queens,pm25,µg/m³,US,New York-Northern New Jersey-Long Island,2019-11-16 14:00:00.000000,40.7375,-73.8244,3.97
Queens Near-road,pm25,µg/m³,US,New York-Northern New Jersey-Long Island,2019-11-16 16:00:00.000000,40.739264,-73.817694,5.32142857142857
Quincy 3rd,pm25,µg/m³,US,GRANT,2019-11-16 13:00:00.000000,47.24126,-119.84595,9.35
Quincy BAM,pm25,µg/m³,US,PLUMAS,2019-11-16 16:00:00.000000,39.9369,-120.9478,15.3571428571429
RG_SOUTH,pm25,µg/m³,US,Kansas City,2019-11-16 16:00:00.000000,38.75961,-94.57983,8.175
RIT,pm25,µg/m³,US,PHILADELPHIA,2019-11-16 16:00:00.000000,39.922516,-75.186783,9.8
RIVER_Terrace,pm25,µg/m³,US,Washington-Arlington-Alexandria,2019-11-16 16:00:00.000000,38.895683,-76.958089,9.35714285714286
ROCK_IS,pm25,µg/m³,US,Davenport-Moline-Rock Island,2019-11-16 16:00:00.000000,41.5144,-90.5172,25.4071428571428
ROLAND,pm25,µg/m³,US,Fort Smith,2019-11-16 16:00:00.000000,35.408138,-94.524414,8.0
RT,pm25,µg/m³,US,CLARK,2019-11-16 09:00:00.000000,36.139707,-115.175654,17.7428571428571
RUTLAND,pm25,µg/m³,US,Rutland,2019-11-16 16:00:00.000000,43.608528,-72.98246,3.27857142857143
Rahway PM,pm25,µg/m³,US,New York-Northern New Jersey-Long Island,2019-11-16 13:00:00.000000,40.603943,-74.276176,4.85714285714286
Ranchos,pm25,µg/m³,US,DOUGLAS,2019-11-16 16:00:00.000000,38.897611,-119.732101,6.57142857142857
"Rangely, CO",pm25,µg/m³,US,RIO BLANCO,2019-11-16 16:00:00.000000,40.086941,-108.761002,6.5
Raymond-4th St,pm25,µg/m³,US,PACIFIC,2019-11-16 16:00:00.000000,46.688218,-123.731764,8.75
Reading Airport,pm25,µg/m³,US,Reading,2019-11-16 16:00:00.000000,40.3833,-75.9686,8.04285714285714
Red Bluff - Walnut o,pm25,µg/m³,US,Red Bluff,2019-11-16 16:00:00.000000,40.170917,-122.255667,8.86666666666667
Red Lake Nation,pm25,µg/m³,US,BELTRAMI,2019-11-16 16:00:00.000000,47.878159,-95.029172,6.5
Redwood City,pm25,µg/m³,US,San Francisco-Oakland-Fremont,2019-11-16 16:00:00.000000,37.4828,-122.2022,7.58333333333333
Remount,pm25,µg/m³,US,Charlotte-Gastonia-Concord,2019-11-16 16:00:00.000000,35.213171,-80.874084,7.21428571428571
Reno3,pm25,µg/m³,US,Reno-Sparks,2019-11-16 16:00:00.000000,39.52507,-119.807744,3.71428571428571
Research Farm,pm25,µg/m³,US,BROOKINGS,2019-11-16 16:00:00.000000,44.348604,-96.807299,3.68333333333333
Reseda,pm25,µg/m³,US,Los Angeles-Long Beach-Santa Ana,2019-11-16 16:00:00.000000,34.1992,-118.5331,20.15
Rider University,pm25,µg/m³,US,Trenton-Ewing,2019-11-16 11:00:00.000000,40.283092,-74.742645,6.7625
Rifle Particulate,pm25,µg/m³,US,GARFIELD,2019-11-16 16:00:00.000000,39.531799,-107.782303,7.33333333333333
Rio Vista,pm25,µg/m³,US,Vallejo-Fairfield,2019-11-16 14:00:00.000000,38.2183,-121.77,8.5
Ritzville-Alder St,pm25,µg/m³,US,ADAMS,2019-11-16 16:00:00.000000,47.127998,-118.381897,6.75833333333333
Riverside,pm25,µg/m³,US,Chattanooga,2019-11-16 16:00:00.000000,35.0508,-85.2931,7.9
Riverside - Rubidoux,pm25,µg/m³,US,Riverside-San Bernardino-Ontario,2019-11-16 16:00:00.000000,33.999449,-117.415831,25.3571428571429
Rochester,pm25,µg/m³,US,Rochester,2019-11-16 16:00:00.000000,43.9947,-92.4497,18.0
Rockford,pm25,µg/m³,US,Rockford,2019-11-16 16:00:00.000000,42.267002,-89.08917,26.0714285714286
Rockland Cty,pm25,µg/m³,US,ROCKLAND,2019-11-16 16:00:00.000000,41.182079,-74.028191,4.025
Rockville,pm25,µg/m³,US,Washington-Arlington-Alexandria,2019-11-16 14:00:00.000000,39.114399,-77.106903,11.5454545454545
Rome,pm25,µg/m³,US,Rome,2019-11-16 16:00:00.000000,34.26054,-85.32333,7.63333333333333
Roosvelt,pm25,µg/m³,US,DUCHESNE,2019-11-16 16:00:00.000000,40.2943,-110.009,6.84285714285714
Rosalia-Josephine St,pm25,µg/m³,US,Pullman,2019-11-16 16:00:00.000000,47.2313,-117.3685,9.95714285714286
Rose Elementary,pm25,µg/m³,US,Tucson,2019-11-16 16:00:00.000000,32.1731,-110.9797,8.71428571428571
Rose Park,pm25,µg/m³,US,Salt Lake City,2019-11-16 16:00:00.000000,40.7955,-111.9309,18.5928571428571
Roseburg - Garden Va,pm25,µg/m³,US,Roseburg,2019-11-16 16:00:00.000000,43.2266,-123.36479,18.9
Roseville - N.Sunris,pm25,µg/m³,US,Sacramento--Arden-Arcade--Roseville,2019-11-16 16:00:00.000000,38.74643,-121.26498,11.2142857142857
Rossiter Pump House,pm25,µg/m³,US,Helena,2019-11-16 16:00:00.000000,46.6588,-112.0131,7.525
Rossville,pm25,µg/m³,US,Chattanooga,2019-11-16 16:00:00.000000,34.9789,-85.3009,11.9846153846154
Rte 9 Del. City,pm25,µg/m³,US,NEW CASTLE,2019-11-16 16:00:00.000000,39.595001,-75.611,11.4214285714286
Rumford,pm25,µg/m³,US,OXFORD,2019-11-16 16:00:00.000000,44.5514,-70.5463,4.14285714285714
Rutgers University,pm25,µg/m³,US,New York-Northern New Jersey-Long Island,2019-11-16 16:00:00.000000,40.462181,-74.429436,11.0666666666667
SAND ISLAND 2 - ANUE,pm25,µg/m³,US,Honolulu,2019-11-16 16:00:00.000000,21.3039,-157.8711,4.28571428571429
SEAFORD,pm25,µg/m³,US,Seaford,2019-11-16 16:00:00.000000,38.6444,-75.6131,13.4357142857143
SENEY,pm25,µg/m³,US,SCHOOLCRAFT,2019-11-16 16:00:00.000000,46.2889,-85.9503,2.35833333333333
SHELBY FARMS,pm25,µg/m³,US,Memphis,2019-11-16 16:00:00.000000,35.151588,-89.85022,8.76428571428571
SPRINGFIELDSP,pm25,µg/m³,US,HAMPDEN,2019-11-16 16:00:00.000000,42.120248,-72.58499,5.35714285714286
SPRNGDLE,pm25,µg/m³,US,Fayetteville-Springdale-Rogers,2019-11-16 16:00:00.000000,36.1797,-94.1167,6.88
STILWELL CASTNET & N,pm25,µg/m³,US,ADAIR,2019-11-16 16:00:00.000000,35.750599,-94.669701,8.71428571428571
SYDNEY,pm25,µg/m³,US,Tampa-St. Petersburg-Clearwater,2019-11-16 14:00:00.000000,27.9659,-82.230617,1.17142857142857
Salem - State Hospit,pm25,µg/m³,US,Salem,2019-11-16 16:00:00.000000,44.943114,-123.005934,8.32142857142857
Salladasburg,pm25,µg/m³,US,LYCOMING,2019-11-16 16:00:00.000000,41.266192,-77.230933,5.41333333333333
Salmon PM2.5,pm25,µg/m³,US,LEMHI,2019-11-16 16:00:00.000000,45.178699,-113.892998,13.4285714285714
San Andreas,pm25,µg/m³,US,CALAVERAS,2019-11-16 16:00:00.000000,38.20185,-120.680277,7.64285714285714
San Antonio Old Hwy9,pm25,µg/m³,US,San Antonio,2019-11-16 16:00:00.000000,29.423933,-98.580505,17.9142857142857
San Antonio Palo Alt,pm25,µg/m³,US,San Antonio,2019-11-16 16:00:00.000000,29.332803,-98.551396,16.5285714285714
San Diego - Sherman,pm25,µg/m³,US,San Diego-Carlsbad-San Marcos,2019-11-16 16:00:00.000000,32.710177,-117.142665,7.75
San Francisco,pm25,µg/m³,US,San Francisco-Oakland-Fremont,2019-11-16 16:00:00.000000,37.7658,-122.3978,7.66666666666667
San Jose - Jackson S,pm25,µg/m³,US,San Jose-Sunnyvale-Santa Clara,2019-11-16 16:00:00.000000,37.3483,-121.8947,6.16666666666667
San Jose - Knox Ave,pm25,µg/m³,US,San Jose-Sunnyvale-Santa Clara,2019-11-16 16:00:00.000000,37.338202,-121.849892,9.25
San Luis Obispo - Hi,pm25,µg/m³,US,SAN LUIS OBISPO,2019-11-16 16:00:00.000000,35.25651,-120.6693,9.21428571428571
San Pablo - Rumrill,pm25,µg/m³,US,San Francisco-Oakland-Fremont,2019-11-16 16:00:00.000000,37.9604,-122.3571,9.75
San Rafael,pm25,µg/m³,US,San Francisco-Oakland-Fremont,2019-11-16 16:00:00.000000,37.9722,-122.5189,4.75
Sandpoint U of I,pm25,µg/m³,US,BONNER,2019-11-16 16:00:00.000000,48.291821,-116.556557,9.21428571428571
Santa Barbara,pm25,µg/m³,US,Santa Barbara-Santa Maria,2019-11-16 16:00:00.000000,34.42775,-119.69091,7.85714285714286
Santa Clarita,pm25,µg/m³,US,Los Angeles-Long Beach-Santa Ana,2019-11-16 16:00:00.000000,34.3833,-118.5283,12.2928571428571
Santa Fe Airport,pm25,µg/m³,US,Santa Fe,2019-11-16 13:00:00.000000,35.6198,-106.0797,6.36363636363636
Santa Maria - Broadw,pm25,µg/m³,US,Santa Barbara-Santa Maria,2019-11-16 16:00:00.000000,34.942872,-120.435611,12.7142857142857
Santa Teresa,pm25,µg/m³,US,Las Cruces,2019-11-16 13:00:00.000000,31.7878,-106.6828,14.7272727272727
Scranton,pm25,µg/m³,US,Scranton--Wilkes-Barre,2019-11-16 16:00:00.000000,41.4428,-75.6231,4.64285714285714
Seabrook Friendship,pm25,µg/m³,US,Houston-Sugar Land-Baytown,2019-11-16 16:00:00.000000,29.5831,-95.0156,9.16923076923077
Seattle-10th & Welle,pm25,µg/m³,US,Seattle-Tacoma-Bellevue,2019-11-16 16:00:00.000000,47.597222,-122.319722,6.75
Seattle-Beacon Hill,pm25,µg/m³,US,Seattle-Tacoma-Bellevue,2019-11-16 16:00:00.000000,47.568236,-122.308628,5.37857142857143
Seattle-Duwamish,pm25,µg/m³,US,Seattle-Tacoma-Bellevue,2019-11-16 16:00:00.000000,47.562,-122.3405,9.64285714285714
Seattle-South Park,pm25,µg/m³,US,Seattle-Tacoma-Bellevue,2019-11-16 16:00:00.000000,47.5309,-122.3208,8.4
Seeley Elementary Sc,pm25,µg/m³,US,MISSOULA,2019-11-16 16:00:00.000000,47.17563,-113.476182,19.7769230769231
Seiling,pm25,µg/m³,US,DEWEY,2019-11-16 03:00:00.000000,36.1589,-98.9353,4.7
Sequoia and Kings Ca,pm25,µg/m³,US,Visalia-Porterville,2019-11-16 16:00:00.000000,36.489399,-118.826897,20.1428571428571
Shady Cove - Shady C,pm25,µg/m³,US,Medford,2019-11-16 16:00:00.000000,42.623225,-122.810158,5.19285714285714
Shakopee,pm25,µg/m³,US,Minneapolis-St. Paul-Bloomington,2019-11-16 16:00:00.000000,44.789398,-93.512497,11.2857142857143
Sheffield Elementary,pm25,µg/m³,US,Jacksonville,2019-11-16 16:00:00.000000,30.4758,-81.5869,2.96153846153846
Shelton-W Franklin,pm25,µg/m³,US,Shelton,2019-11-16 16:00:00.000000,47.213551,-123.100807,7.83571428571428
Shenandoah NP,pm25,µg/m³,US,MADISON,2019-11-16 16:00:00.000000,38.5231,-78.4347,3.90714285714286
Shreveport Airport,pm25,µg/m³,US,Shreveport-Bossier City,2019-11-16 16:00:00.000000,32.5364,-93.7492,8.2
Shuttlesworth,pm25,µg/m³,US,Birmingham-Hoover,2019-11-16 16:00:00.000000,33.565278,-86.796389,8.4
Sidney 201,pm25,µg/m³,US,RICHLAND,2019-11-16 14:00:00.000000,47.8679,-104.676864,2.48
Simi Valley - Cochra,pm25,µg/m³,US,Oxnard-Thousand Oaks-Ventura,2019-11-16 15:00:00.000000,34.2775,-118.6847,9.46153846153846
Sioux Falls,pm25,µg/m³,US,MINNEHAHA,2019-11-16 16:00:00.000000,43.54792,-96.700768,5.50714285714286
Sisters Forest Servi,pm25,µg/m³,US,DESCHUTES,2019-11-16 16:00:00.000000,44.2921,-121.5555,3.67142857142857
Sloughhouse,pm25,µg/m³,US,Sacramento--Arden-Arcade--Roseville,2019-11-16 16:00:00.000000,38.494475,-121.211131,9.5
Smithfield,pm25,µg/m³,US,CACHE,2019-11-16 16:00:00.000000,41.842778,-111.85194,5.97857142857143
Socorro Hueco C49,pm25,µg/m³,US,El Paso,2019-11-16 16:00:00.000000,31.66752,-106.28774,8.04285714285714
South DeKalb,pm25,µg/m³,US,Atlanta-Sandy Springs-Marietta,2019-11-16 11:00:00.000000,33.6906,-84.2731,14.76
South Long Beach,pm25,µg/m³,US,Los Angeles-Long Beach-Santa Ana,2019-11-16 16:00:00.000000,33.792221,-118.175278,21.5357142857143
South Pass,pm25,µg/m³,US,Riverton,2019-11-16 16:00:00.000000,42.5275,-108.7203,0.818181818181818
South Phoenix,pm25,µg/m³,US,Phoenix-Mesa-Scottsdale,2019-11-16 16:00:00.000000,33.4033,-112.0731,16.8142857142857
South Valley,pm25,µg/m³,US,Albuquerque,2019-11-16 16:00:00.000000,35.0186,-106.651901,24.3357142857143
Spanish Fork,pm25,µg/m³,US,Provo-Orem,2019-11-16 16:00:00.000000,40.136398,-111.660202,7.3
Spanish Springs,pm25,µg/m³,US,Reno-Sparks,2019-11-16 16:00:00.000000,39.621462,-119.718738,8.21428571428571
Sparks,pm25,µg/m³,US,Reno-Sparks,2019-11-16 16:00:00.000000,39.54092,-119.746764,15.0
Spokane-Augusta Ave,pm25,µg/m³,US,Spokane,2019-11-16 16:00:00.000000,47.672501,-117.364899,8.71428571428571
Spokane-E Broadway A,pm25,µg/m³,US,Spokane,2019-11-16 16:00:00.000000,47.663963,-117.257652,8.21428571428571
Spokane-Monroe St.,pm25,µg/m³,US,Spokane,2019-11-16 16:00:00.000000,47.6997,-117.4263,11.2071428571429
Springfield Ag,pm25,µg/m³,US,SANGAMON,2019-11-16 16:00:00.000000,39.831921,-89.644164,23.4214285714286
Springfield City Hal,pm25,µg/m³,US,Eugene-Springfield,2019-11-16 16:00:00.000000,44.046683,-123.017736,8.80714285714286
Springfield PM,pm25,µg/m³,US,Springfield,2019-11-16 16:00:00.000000,39.92882,-83.80949,22.6071428571429
Springville,pm25,µg/m³,US,TULARE,2019-11-16 16:00:00.000000,36.1358,-118.8108,15.6928571428571
Spruce Pine,pm25,µg/m³,US,MITCHELL,2019-11-16 16:00:00.000000,35.912487,-82.062082,9.28571428571429
St. Andrews Park,pm25,µg/m³,US,Panama City-Lynn Haven,2019-11-16 16:00:00.000000,30.128901,-85.738098,9.11111111111111
St. Cloud,pm25,µg/m³,US,Minneapolis-St. Paul-Bloomington,2019-11-16 16:00:00.000000,45.55,-94.1333,9.71428571428571
St. Joseph,pm25,µg/m³,US,St. Joseph,2019-11-16 16:00:00.000000,39.741667,-94.858333,9.95
St. Lukes Meridian,pm25,µg/m³,US,Boise City-Nampa,2019-11-16 16:00:00.000000,43.600699,-116.347853,20.6363636363636
St. Maries,pm25,µg/m³,US,BENEWAH,2019-11-16 16:00:00.000000,47.3167,-116.570297,22.7692307692308
St. Marks Wildlife R,pm25,µg/m³,US,Tallahassee,2019-11-16 16:00:00.000000,30.0842,-84.1617,3.94444444444444
St. Michael,pm25,µg/m³,US,Minneapolis-St. Paul-Bloomington,2019-11-16 16:00:00.000000,45.2108,-93.6686,9.64285714285714
St. Paul-Harding H.S,pm25,µg/m³,US,Minneapolis-St. Paul-Bloomington,2019-11-16 16:00:00.000000,44.9594,-93.0356,12.2857142857143
State College,pm25,µg/m³,US,State College,2019-11-16 16:00:00.000000,40.8114,-77.8769,7.07142857142857
Steubenville,pm25,µg/m³,US,Weirton-Steubenville,2019-11-16 16:00:00.000000,40.366452,-80.615691,16.6714285714286
Stockton - Hazelton,pm25,µg/m³,US,Stockton,2019-11-16 16:00:00.000000,37.95075,-121.26897,12.9285714285714
Stuart,pm25,µg/m³,US,MARTIN,2019-11-16 09:00:00.000000,27.172459,-80.240692,0.7
Sunnyside-S 16th,pm25,µg/m³,US,YAKIMA,2019-11-16 16:00:00.000000,46.32033,-119.9981,17.6285714285714
Sunrise Acres,pm25,µg/m³,US,Las Vegas-Paradise,2019-11-16 09:00:00.000000,36.163962,-115.11393,28.1428571428571
Sweet Home - Fire De,pm25,µg/m³,US,Albany-Lebanon,2019-11-16 16:00:00.000000,44.3958,-122.7305,11.0785714285714
Sycamore,pm25,µg/m³,US,Cincinnati-Middletown,2019-11-16 16:00:00.000000,39.2787,-84.36612,21.0357142857143
TK Gregg,pm25,µg/m³,US,Spartanburg,2019-11-16 16:00:00.000000,34.955601,-81.924797,5.72
TOR,pm25,µg/m³,US,PHILADELPHIA,2019-11-16 16:00:00.000000,40.054171,-74.985166,12.2571428571429
TRINITY ST MARKS,pm25,µg/m³,US,Detroit-Warren-Livonia,2019-11-16 16:00:00.000000,42.295824,-83.129431,11.175
TROUT LAKE,pm25,µg/m³,US,VILAS,2019-11-16 16:00:00.000000,46.0481,-89.6536,3.20769230769231
Tacoma-Alexander Ave,pm25,µg/m³,US,Seattle-Tacoma-Bellevue,2019-11-16 16:00:00.000000,47.2656,-122.3858,7.56666666666667
Tacoma-L St,pm25,µg/m³,US,Seattle-Tacoma-Bellevue,2019-11-16 16:00:00.000000,47.1864,-122.4517,8.5
Tacoma-S 36th St,pm25,µg/m³,US,Seattle-Tacoma-Bellevue,2019-11-16 16:00:00.000000,47.22634,-122.46256,8.46153846153846
Taft,pm25,µg/m³,US,Cincinnati-Middletown,2019-11-16 16:00:00.000000,39.12886,-84.50404,22.2642857142857
Tahoe City,pm25,µg/m³,US,PLACER,2019-11-16 16:00:00.000000,39.166,-120.1488,2.58333333333333
Taholah-Quinault Tri,pm25,µg/m³,US,Aberdeen,2019-11-16 16:00:00.000000,47.339802,-124.291801,3.62307692307692
Tallahassee Communit,pm25,µg/m³,US,Tallahassee,2019-11-16 16:00:00.000000,30.4397,-84.3483,4.02222222222222
Taos Fire Station,pm25,µg/m³,US,Taos,2019-11-16 13:00:00.000000,36.3833,-105.5833,11.0
Temecula (Lake Skinn,pm25,µg/m³,US,Riverside-San Bernardino-Ontario,2019-11-16 16:00:00.000000,33.583099,-117.072197,12.7615384615385
Tempe,pm25,µg/m³,US,Phoenix-Mesa-Scottsdale,2019-11-16 16:00:00.000000,33.4124,-111.9347,7.60714285714286
The Dalles - Cherry,pm25,µg/m³,US,City of The Dalles,2019-11-16 16:00:00.000000,45.602419,-121.203387,6.05714285714286
Thibodaux,pm25,µg/m³,US,Houma-Bayou Cane-Thibodaux,2019-11-16 16:00:00.000000,29.7639,-90.7653,9.83333333333333
Thompson Falls HS,pm25,µg/m³,US,SANDERS,2019-11-16 16:00:00.000000,47.594395,-115.323746,29.4923076923077
Thousand Oaks - Moor,pm25,µg/m³,US,Oxnard-Thousand Oaks-Ventura,2019-11-16 16:00:00.000000,34.21,-118.8694,12.9285714285714
Timpanogos Cave,pm25,µg/m³,US,UTAH,2019-11-16 16:00:00.000000,40.44194,-111.71341,3.14285714285714
